title,description,category,url,image,provider,datePublished,sentiment
"Breer details Pats' behind-the-scenes issues with Judon before trade","There was more to the Patriots' decision to trade Matthew Judon than just a contract dispute, according to Sports Illustrated's Albert Breer.","Sports","https://sports.yahoo.com/breer-details-pats-behind-scenes-165425727.html?fr=sycsrp_catchall","https://www.bing.com/th?id=OVFT.jlQisqRSBLJ3hsDpRD4yeC&pid=News","Yahoo! Sports","2024-08-23","neutral"
"'If Textor can get this over the line, I think we just have to back him'","\"I think we just want this to be resolved one way or another, for the football club to move on with the new stadium opening up next season, with all of the financial constraints we are under, with all the PSR calculations and everything from last season.","Sports","https://www.bbc.co.uk/sport/football/articles/cp8nj22dgv5o","https://www.bing.com/th?id=OVFT.iHHJXiJXku17AcVt4vwlES&pid=News","BBC","2024-08-23","neutral"
"O'Neil on transfer latest, team news and Chelsea","Wolves boss Gary O'Neil has been speaking to the media before Sunday's Premier League game against Chelsea (kick-off 14:00 BST). Here are the key lines from his news conference: O'Neil stressed that the transfer window is more about finding players that ...","Sports","https://www.bbc.co.uk/sport/football/articles/cx290ll3nx5o","https://www.bing.com/th?id=OVFT.jV5Hw83Ehz8EYCmOlWX7sS&pid=News","BBC","2024-08-23","neutral"
"Fantasy football 2024 rankings, draft prep: QB, RB, WR, TE picks, cheat sheets, ADP, tiers, by NFL model","Fantasy football draft prep is in full swing and owners are setting their 2024 Fantasy football rankings with all the latest NFL news factored in. Tyreek Hill (thumb) and Puka Nacua (knee) and Jahmyr Gibbs (hamstring) are some of the players managing 2024 ...","Sports","https://www.cbssports.com/fantasy/football/news/fantasy-football-2024-rankings-draft-prep-qb-rb-wr-te-picks-cheat-sheets-adp-tiers-by-nfl-model/","https://www.bing.com/th?id=OVFT.g37s5Hdf8_XqE0BfyKvcdC&pid=News","CBSSports.com","2024-08-25","neutral"
"Blue Jays' Bassitt helps Francis deflect critics with sign","After Taylor Ward pf the Los Angeles Angels offered a critical take on Toronto Blue Jays right-hander Bowden Francis' latest strong start, fellow starter Chris Bassitt made sure he had his teammate's back,","Sports","https://www.espn.com/mlb/story/_/id/40991757/blue-jays-bassitt-helps-francis-deflect-critics-sign","https://www.bing.com/th?id=OVFT.8UtYZOPYPTtRw9erSsT4AS&pid=News","ESPN","2024-08-25","neutral"
"Arsenal transfer news LIVE Mikel Merino agreement, Victor Osimhen chance, Ramsdale exit","Arsenal transfer news with the latest on Mikel Merino, Mikel Arteta, Ademola Lookman, Victor Osimhen, Nico Williams and Eddie Nketiah ahead of Friday's deadline","Sports","https://www.football.london/arsenal-fc/transfer-news/arsenal-transfer-news-live-mikel-29810206","https://www.bing.com/th?id=OVFT.1snX2HFrpU_H1-vZMuftAi&pid=News","football","2024-08-26","neutral"
"Mason Greenwood ‘to turn back on England’ after ‘approach’ to reunite with ex-Man Utd coach","The Jamaican Football Federation have reportedly been successful in their latest approach to one-cap England forward Mason Greenwood. Greenwood has not played for England since achieving his only cap against Iceland in the Nations League in September 2020.","Sports","https://www.football365.com/news/mason-greenwood-turn-back-on-england-approach-reunite-ex-man-utd-coach-mcclaren-jamaica","https://www.bing.com/th?id=OVFT.6zsPVKhkEUq1z8x_tLqJIy&pid=News","Football365","2024-08-23","neutral"
"Pirates to induct seven-time MLB MVP Barry Bonds into franchise Hall of Fame","The Pittsburgh Pirates announced that they'll induct former seven-time MLB MVP Barry Bonds into their Hall of Fame on Aug. 24.","Sports","https://www.foxnews.com/sports/pittsburgh-pirates-induct-barry-bonds-franchise-hall-fame-august-24","https://www.bing.com/th?id=OVFT.avsrlcPWsFzbmNVVuErbky&pid=News","Fox News","2024-08-23","neutral"
"Live AFL scores 2024, Western Bulldogs vs GWS Giants, Round 24: Updates, stats, blog, start time, teams, live ladder, finals scenarios, latest news","The match gets underway at 12:30pm from Mars Stadium. Watch it live on Fox Footy (channel 504), streaming on Kayo and via Hubbl from 12pm. Follow Western Bulldogs v GWS in our live blog below!","Sports","https://www.foxsports.com.au/afl/live-afl-scores-2024-western-bulldogs-vs-gws-giants-round-24-updates-stats-blog-start-time-teams-live-ladder-finals-scenarios-latest-news/news-story/2dc34aee374969b21f86ae1e1abbd765","https://www.bing.com/th?id=OVFT.cTpUcckpKGTxFjcJqTiW_C&pid=News","Fox Sports","2024-08-25","neutral"
"Phillies vs. Royals Prediction, Odds, Picks - August 23","Preview the August 23 matchup between the Philadelphia Phillies and Kansas City Royals with odds over/under, game spread, betting lines and more.","Sports","https://www.foxsports.com/articles/mlb/phillies-vs-royals-prediction-odds-picks-august-23","https://www.bing.com/th?id=OVFT.fRO8aozKyho4S8XcPy6G3S&pid=News","Fox Sports","2024-08-23","neutral"
"Everton transfers news LIVE - Neal Maupay wanted, Jarrad Branthwaite latest, Paddy Power","Part of the reason for that tentative outlook is the continuing off-field situation, with US businessman John Textor now the latest frontrunner in the two year-plus effort by Farhad Moshiri to find investment in the club - or a new owner altogether.","Sports","https://www.liverpoolecho.co.uk/sport/football/football-news/everton-transfer-news-live-branthwaite-29807128","https://www.bing.com/th?id=OVFT.WbwThbyzqOwO0e5mOQ4mgC&pid=News","Liverpool Echo","2024-08-25","neutral"
"Man United transfer news RECAP Manuel Ugarte move close amid Sekou Kone agreement","Keep across all the latest Manchester United transfer news in the Manchester Evening News' dedicated live blog","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/man-united-transfer-news-live-29786474","https://www.bing.com/th?id=OVFT.LU8XKUulMg1Vz6nDaDMXoy&pid=News","Manchester Evening News","2024-08-23","neutral"
"Man United transfer news LIVE - Manuel Ugarte medical, Sancho exit issue, bid 'rejected'","The Englishman is in talks to leave United this summer, with Juventus the latest club expressing their interest in him. There will seemingly be other outgoings as well. Ten Hag also spoke about Manuel Ugarte possibly (and now expectedly) arriving.","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/man-united-transfer-news-live-29806523","https://www.bing.com/th?id=OVFT.Oxoaf4ENvtFZrF8zIUn8YC&pid=News","Manchester Evening News","2024-08-25","neutral"
"Man United transfer news LIVE Jadon Sancho swap, Manuel Ugarte medical, McTominay 'agreement'","Having signed four players - Joshua Zirkzee, Leny Yoro, Matthijs de Ligt and Noussair Mazraoui - United have already spent over £150million in transfers but that amount is expected to rise in the coming days. It's reported that the club are closing in on a deal to sign Manuel Ugarte from Paris Saint-Germain.","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/man-united-transfer-news-live-29810286","https://www.bing.com/th?id=OVFT.9ZGCYcwnZf4_TcsKyKjEGC&pid=News","Manchester Evening News","2024-08-26","neutral"
"Manuel Ugarte to Manchester United 'enters final stages' as transfer complication emerges","All the latest Manchester United transfer rumours and headlines with updates on Antony, Manuel Ugarte and Jadon Sancho","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/manuel-ugarte-manchester-united-enters-29805432","https://www.bing.com/th?id=OVFT.mbt68l5epg82Lla9mHNDAy&pid=News","Manchester Evening News","2024-08-25","neutral"
"Three Chelsea players Manchester United could take in Jadon Sancho swap transfer","The latest Man United transfer news as Chelsea are said to be showing an interest in Sancho in the final days of the window with a swap deal said to be a possibility.","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/three-chelsea-players-manchester-united-29810832","https://www.bing.com/th?id=OVFT.bo_4PS0-sr_e1Tc4a_XbTi&pid=News","Manchester Evening News","2024-08-26","neutral"
"Transfer news LIVE: Juventus open Sancho talks, Merino jets in for Arsenal medical, Man Utd's Ugarte boost","Man Utd continue their efforts to sign Manuel Ugarte, Arsenal look to complete the transfer of Mikel Merino and Ilkay Gundogan is set to return to Manchester City as the window heats up","Sports","https://www.mirror.co.uk/sport/football/transfer-news/transfer-news-live-manutd-liverpool-33515061","https://www.bing.com/th?id=OVFT.AdBKyVAQhejlk_DQAXffxC&pid=News","The Mirror","2024-08-23","neutral"
"Maddux's artistry unpacked in new MLB Network doc","MLB hitters longed to get inside the mind of Greg Maddux as he left them flummoxed and pitched his way to a dominant Hall of Fame career. Now, 16 years after Maddux last toed the rubber, a new documen","Sports","https://www.mlb.com/cubs/news/greg-maddux-documentary-mlb-network","https://www.bing.com/th?id=OVFT.Eqn_d_TBx35l0uFg2U194S&pid=News","MLB","2024-08-22","neutral"
"'Shut us up' - Martin Zubimendi speaks out on Liverpool 'target' after transfer talk","Kubo has been linked with a move to Liverpool this summer, as well as in previous years, and was surprisingly left on the bench for his side's latest La Liga encounter, fuelling talk over his future. The 23-year-old winger came on with ten minutes ...","Sports","https://www.msn.com/en-gb/sport/football/shut-us-up-martin-zubimendi-speaks-out-on-liverpool-target-after-transfer-talk/ar-AA1pqi4A","https://www.bing.com/th?id=OVFT.zf1ts2g_golAjgefIIXYXS&pid=News","Liverpool Echo on MSN.com","2024-08-26","neutral"
"Tottenham predicted line-up vs Everton: two key changes made as £30m man gets first minutes","Use precise geolocation data and actively scan device characteristics for identification. This is done to store and access information on a device and to provide personalised ads and content, ad and content measurement, audience insights and product development. List of Partners (vendors)","Sports","https://www.msn.com/en-gb/sport/football/tottenham-predicted-line-up-vs-everton-two-key-changes-made-as-30m-man-gets-first-minutes/ar-AA1pjmM6","https://www.bing.com/th?id=OVFT.NMiAmU630fGDE1q7gmVAWi&pid=News","3 Added Minutes on MSN.com","2024-08-23","neutral"
"2024 Dutch Grand Prix – F1 results and latest standings after the race","Here are the complete results from a tense 2024 Dutch Grand Prix at Zandvoort, which saw Lando Norris start from pole position. Lando Norris recovered from losing the lead on the opening lap of the Dutch GP to overtake and dominate Max Verstappen at ...","Sports","https://www.msn.com/en-gb/sport/other/2024-dutch-grand-prix-f1-results-and-latest-standings-after-the-race/ar-AA1poYVj","https://www.bing.com/th?id=OVFT.2Ywj1_iS0Td558YCCt351C&pid=News","Planet F1 on MSN.com","2024-08-25","neutral"
"Darius Slayton: Negative narrative around Daniel Jones doesn’t make it true","Jets cornerback Sauce Gardner went viral this week for his awkward attempt to come up with things to say about Giants quarterback Daniel Jones in the wake of Wednesday's joint practice, but Jones's teammate Darius Slayton didn't have such a hard time.","Sports","https://www.msn.com/en-us/sports/nfl/darius-slayton-negative-narrative-around-daniel-jones-doesnt-make-it-true/ar-AA1pk2qw","https://www.bing.com/th?id=OVFT.NYrlaFEiuYwazailDqRwvC&pid=News","NBC Sports on MSN.com","2024-08-23","neutral"
"NFL preseason Week 3 takeaways and 53-man roster predictions","Week 3 of the 2024 NFL preseason continued Friday as teams prepare to turn their focus to the regular season.","Sports","https://www.msn.com/en-us/sports/nfl/nfl-preseason-week-3-takeaways-on-final-roster-spots-and-position-battles/ar-AA1phGhR","https://www.bing.com/th?id=OVFT.7_TZyMu_bgn3roJlmyrGSC&pid=News","ESPN on MSN.com","2024-08-25","neutral"
"Diamond Sports drops Mavericks, but promises to broadcast 2024-25 NBA, NHL seasons","Diamond Sports said it has agreed to broadcast games for 13 NBA and nine NHL teams during the leagues' 2024-25 seasons.","Sports","https://www.nytimes.com/athletic/5720080/2024/08/23/diamond-sports-nba-nhl-broadcast-rights/","https://www.bing.com/th?id=OVFT.ZpCTr3-pkbFWH2iqdtOvYS&pid=News","The New York Times","2024-08-23","neutral"
"Transfer news live: Premier League latest updates and more","A number of clubs have been tracking Asprilla’s progress since arriving at Watford in January 2022 from Envigado, Colombia. Tottenham Hotspur winger Manor Solomon is to undergo a medical today (Saturday) ahead of a loan move to Championship side Leeds United.","Sports","https://www.nytimes.com/athletic/live-blogs/transfer-news-updates-live-latest/se5P38VIpmxP/","https://www.bing.com/th?id=OVFT.KRoLm4cjfXTNxR5jnBdG7C&pid=News","The New York Times","2024-08-25","neutral"
"Before quitting Coach Prime’s staff, former Ute says he ‘burned through’ personal contacts, met with Saudis to find NIL money","A former Utah linebacker says he “burned through all my contacts in my Mormon community\" while trying to raise money for Colorado football.","Sports","https://www.sltrib.com/sports/utah-utes/2024/08/23/former-utes-linebacker-once-went/","https://www.bing.com/th?id=OVFT.cPeaaOL1F0NOvbBDVy2toi&pid=News","The Salt Lake Tribune","2024-08-23","neutral"
"Transfer news LIVE! Arsenal want Osimhen after Merino; Ugarte to Man Utd; Sekou Kone; Chelsea, Spurs latest","Arsenal are finally closing in on their dream summer signing after a fee was agreed for Mikel Merino. The Real Sociedad midfielder is set to undergo a medical before completing a £32.6million move. The Gunners continue to be linked with Victor Osimhen, while Eddie Nketiah and Aaron Ramsdale are expected to leave.","Sports","https://www.standard.co.uk/sport/football/transfer-news-live-arsenal-fc-chelsea-man-utd-liverpool-merino-ugarte-osimhen-sterling-b1177103.html?page=7","https://www.bing.com/th?id=OVFT.9JMLIObL5NvOBvQ4R_MuGy&pid=News","London Evening Standard","2024-08-23","neutral"
"Read the full transcript of columnist Jeff Gordon's St. Louis sports chat","Bring your Cards, Blues, Mizzou, SLU and MLS questions and comments, and talk to columnist Jeff Gordon in his weekly live chat.","Sports","https://www.stltoday.com/sports/column/jeff-gordon/join-columnist-jeff-gordon-for-his-live-st-louis-sports-chat/article_bc0310f8-4a2e-11ef-8a55-53515b8b6838.html","https://www.bing.com/th?id=OVFT.y19lU5aHYrw5TFyGF5sm6C&pid=News","St. Louis Post-Dispatch","2024-08-23","neutral"
"LIVE SCORES: See latest scores for Cincinnati, NKY high school football games","On offense QB De'Angelo Birch has plenty of options at his disposal for the Vikings to be top notch once again. Antonio Hunter, Landon Miree, David Hambrick, and Teryntino Brown-Freeman all return to any offense that averaged 29.7 PPG last season and could hit the big play at any time.","Sports","https://www.wlwt.com/article/live-scores-football-cincinnati-northern-kentucky-week-1-2024/61941747","https://www.bing.com/th?id=OVFT.4zCqJW1L5oDolp4nHO8dQi&pid=News","WLWT","2024-08-23","neutral"
"Diamond Sports will continue to broadcast NHL, NBA games through upcoming season","The largest broadcaster of regional sports networks across the country will continue to televise games for more than a dozen NBA teams and nine NHL teams through the 2024-2025 season even as it moves","Sports","https://abcnews.go.com/Entertainment/wireStory/diamond-sports-continue-broadcast-nhl-nba-games-upcoming-113114046","https://www.bing.com/th?id=OVFT.Wb-imfruFGWp-0TbINtIRC&pid=News","ABC","2024-08-24","neutral"
"🎧 Post-match reaction from St Mary's","The latest episode of Goin' Home with Adam & Jo is available now on BBC Sounds - and it contains all of the post-match reaction from the Saints' loss to Nottingham Forest.","Sports","https://www.bbc.co.uk/sport/football/articles/c9wjvy8qk7zo","https://www.bing.com/th?id=OVFT.NNUEhzv_dSVo2ln6P6VX6y&pid=News","BBC","2024-08-24","neutral"
"England defence coach Jones quits after seven months","England defence coach Felix Jones has become the latest key figure to quit Steve Borthwick’s set-up. It comes after strength and conditioning guru Aled Walters left to join Ireland. It is understood Jones has a 12-month notice period in his Rugby Football Union contract.","Sports","https://www.bbc.co.uk/sport/rugby-union/articles/cx2ep48pxw7o","https://www.bing.com/th?id=OVFT.GIwEw0tse79RLlmH2w2g2i&pid=News","BBC","2024-08-24","neutral"
"Florida State vs. Georgia Tech score: Live game updates, college football scores, NCAA top 25 highlights","CBS Sports will be with you throughout the game on Saturday with live updates, highlights and analysis as Florida State battles Georgia Tech in an ACC showdown to open the 2024 season. Another year brings another wave of new faces for Florida State as Mike Norvell has once again tapped the transfer portal for instant-impact additions.","Sports","https://www.cbssports.com/college-football/news/florida-state-vs-georgia-tech-score-live-game-updates-college-football-scores-ncaa-top-25-highlights/live/","https://www.bing.com/th?id=OVFT.xbd1gu6FDeVDXi9UAaBU4S&pid=News","CBSSports.com","2024-08-24","neutral"
"Fantasy football 2024 rankings, draft prep: QB, RB, WR, TE picks, cheat sheets, tiers, ADP by an NFL model","NFL season is just two weeks away, which means fans are in the thick of their 2024 Fantasy football draft prep. Bills quarterback Josh Allen has been a mainstay in league-winning Fantasy teams in recent years,","Sports","https://www.cbssports.com/fantasy/football/news/fantasy-football-2024-rankings-draft-prep-qb-rb-wr-te-picks-cheat-sheets-tiers-adp-by-an-nfl-model/","https://www.bing.com/th?id=OVFT.d_eWczONBUVHClTMeY9SdS&pid=News","CBSSports.com","2024-08-24","neutral"
"Fantasy Football Rankings 2024: Sleepers from the NFL model that predicted Breece Hall's huge year","SportsLine simulated the NFL season 10,000 times and revealed its 2024 Fantasy football sleepers for Fantasy football 2024","Sports","https://www.cbssports.com/fantasy/football/news/fantasy-football-rankings-2024-sleepers-from-the-nfl-model-that-predicted-breece-halls-huge-year/","https://www.bing.com/th?id=OVFT.uoP7Tjq0qew6N00wwNeCLC&pid=News","CBSSports.com","2024-08-24","neutral"
"Freeport native to fulfill an athletic dream in Paris Paralympics","Para-tandem cycling allows a visually impaired rider like Chadwick, who was born blind, to compete with a non-disabled rider who steers the bike. Chadwick, in the rear seat, is referred to as the stoker, as in adding fuel or stoking a fire.","Sports","https://www.centralmaine.com/2024/08/24/freeport-native-to-fulfill-an-athletic-dream-in-paris-paralympics/","https://www.bing.com/th?id=OVFT.lcDdkMXMOrflXmXa-iPuQC&pid=News","Kennebec Journal","2024-08-24","neutral"
"Chelsea already have ideal welcome present for Victor Osimhen after transfer breakthrough","Chelsea might have paved the way to welcome Victor Osimhen to the club after appearing to negotiate an exit for one of their exiled stars. Amid a chaotic summer at Stamford Bridge, a number of high profile players have been told they can leave,","Sports","https://www.express.co.uk/sport/football/1939974/Chelsea-already-have-ideal-welcome-present-for-Victor-Osimhen-after-transfer-breakthrough","https://www.bing.com/th?id=OVFT.MaVV56I7mxesUECTJjbTuC&pid=News","Daily Express","2024-08-24","neutral"
"Royals vs. Phillies Prediction, Odds, Picks - August 24","Preview the August 24 matchup between the Kansas City Royals and Philadelphia Phillies with odds over/under, game spread, betting lines and more.","Sports","https://www.foxsports.com/articles/mlb/royals-vs-phillies-prediction-odds-picks-august-24","https://www.bing.com/th?id=OVFT.Lyftq_VaOWUz66q9QrM3uC&pid=News","Fox Sports","2024-08-24","neutral"
"Liverpool transfer news: Arne Slot defends summer strategy as another star departs Reds","Liverpool have signed just one player this summer, with Reds boss Arne Slot seeing club chiefs focus on securing exits for the younger members of his squad instead","Sports","https://www.mirror.co.uk/sport/football/transfer-news/liverpool-transfer-news-arne-slot-33529924","https://www.bing.com/th?id=OVFT.FwuSDCELRBnOBHSvYhcmhC&pid=News","The Mirror","2024-08-24","neutral"
"Derby County player ratings vs Watford as Zetterstrom makes debut and Elder shines again in defeat","Latest Derby County news as DerbyshireLive rates the players after the 2-1 defeat to Watford in the Championship at Vicarage Road","Sports","https://www.msn.com/en-gb/sport/football/derby-county-player-ratings-vs-watford-as-zetterstrom-makes-debut-and-elder-shines-again-in-defeat/ar-AA1pmIhy","https://www.bing.com/th?id=OVFT.7HWoUIESgRlUC-MPwP-bZi&pid=News","Derby Telegraph on MSN.com","2024-08-24","neutral"
"Liverpool shock £37m announcement shows truth about final days of transfer window","While time is running out for Liverpool to make new signings, history dictates that Liverpool's best work is often carried out quickly","Sports","https://www.msn.com/en-gb/sport/football/liverpool-shock-37m-announcement-shows-truth-about-final-days-of-transfer-window/ar-AA1plloR","https://www.bing.com/th?id=OVFT.Cf05tm409R03uS1YNsgTSC&pid=News","Liverpool Echo on MSN.com","2024-08-24","neutral"
"Rangers transfer latest as Kaiky Almeria plan emerges and 'confident' Clement won't put number on incomings","It comes as Clement admitted he needs to sell before he can buy. We exclusively revealed that Ben Davies is on the verge of a loan to Birmingham City with an option to buy while Rabbi Matondo is also being watched by Blackburn Rovers. Ianis Hagi and Todd Cantwell are also available for other clubs to purchase.","Sports","https://www.msn.com/en-gb/sport/football/rangers-transfer-latest-as-kaiky-almeria-plan-emerges-and-confident-clement-wont-put-number-on-incomings/ar-AA1pm2fS","https://www.bing.com/th?id=OVFT.4yreC4UoHL7rUuvilyA3ay&pid=News","Daily Record on MSN.com","2024-08-24","neutral"
"Fantasy Football Rankings 2024: NFL sleepers, breakouts, busts from model that nailed Deebo Samuel's down year","SportsLine simulated the new NFL season 10,000 times and identified 2024 Fantasy football sleepers, breakouts and busts for upcoming drafts","Sports","https://www.msn.com/en-us/sports/nfl/fantasy-football-rankings-2024-nfl-sleepers-breakouts-busts-from-model-that-nailed-deebo-samuels-off-year/ar-AA1o2Z0v","https://www.bing.com/th?id=OVFT.msKN_pdABP6slSZVNbUlUC&pid=News","CBSSports.com on MSN.com","2024-08-24","neutral"
"Sports Illustrated 2024 College Football Preseason All-American List","The 2024 college football season is finally here. After a long offseason, the sport returns in all of its glory on Saturday when aptly named Week Zero kicks the season off with four games featuring FBS opponents.","Sports","https://www.msn.com/en-us/sports/other/sports-illustrated-2024-college-football-preseason-all-american-list/ar-AA1pkeMc","https://www.bing.com/th?id=OVFT.dTLBvPqkSi2nK5DEvpuYby&pid=News","Sports Illustrated on MSN.com","2024-08-24","neutral"
"U.S. Open 2024: Defending champ Novak Djokovic suffers injury scare ahead of tournament","Djokovic, the 24-time Grand Slam champion and newly-minted Olympic gold medalist, did reportedly hit with Rune for an hour between 12-1 on Friday on a smaller court at the USTA Billie Jean King Stadium, but after the duo were due to hit again inside Ashe in front of the fans, Djokovic never appeared on court despite his tennis bags being present.","Sports","https://www.nj.com/sports/2024/08/us-open-2024-defending-champ-novak-djokovic-suffers-injury-scare-ahead-of-tournament.html","https://www.bing.com/th?id=OVFT.rG-CPrmkuEgUysBASryDay&pid=News","NJ.com","2024-08-24","neutral"
"F1 live timing: Follow the latest updates from the Dutch Grand Prix","Follow all the F1 action LIVE as Zandvoort hosts F1's return at the Dutch Grand Prix, Round 15 of the F1 2024 season.","Sports","https://www.planetf1.com/news/f1-live-timing-2024-dutch-grand-prix","https://www.bing.com/th?id=OVFT.ul1fqsvvF0uFnKFsLECyzy&pid=News","Planet F1","2024-08-24","neutral"
"What channel is Man City v Ipswich Premier League match on? TV details and kick-off time","Everything you need to know about Man City v Ipswich in the Premier League, including TV details, radio coverage and kick-off time.","Sports","https://www.radiotimes.com/tv/sport/football/man-city-ipswich-premier-league-2024-25-preview/","https://www.bing.com/th?id=OVFT.6IbIewtKYcO5Ji23ZFCVhy&pid=News","Radio Times","2024-08-24","neutral"
"What channel is Tottenham v Everton Premier League match on? TV details and kick-off time","Everything you need to know about Tottenham v Everton in the Premier League, including TV details, radio coverage and kick-off time.","Sports","https://www.radiotimes.com/tv/sport/football/tottenham-everton-premier-league-2024-25-preview/","https://www.bing.com/th?id=OVFT.E95CtRO3NM20ZxH03OcDiC&pid=News","Radio Times","2024-08-24","neutral"
"Braves vs. Nationals: Key Players to Watch, TV & Live Stream Info and Stats for August 24","What to look for from the top Atlanta Braves and Washington Nationals players and how to watch the game as they face off on Saturday.","Sports","https://www.sfgate.com/sports/watching-games/article/atlanta-braves-washington-nationals-mlb-players-to-watch-19720015.php","https://www.bing.com/th?id=OVFT.wUDsCXa4HIDKFbfyfmQ67i&pid=News","SFGate","2024-08-24","neutral"
"How to Watch Lynx vs. Fever: TV Channel and Live Stream Info for August 24","The Indiana Fever (13-15) will look to Caitlin Clark (ninth in WNBA, 17.8 points per game) to help defeat Napheesa Collier (fourth in league, 20.7) and the Minnesota Lynx (21-8) on August 24, 2024 at Target Center. This matchup will be available on NBA TV, BSNX, and BSIN.","Sports","https://www.sfgate.com/sports/watching-games/article/lynx-fever-wnba-watch-info-8-24-2024-19720298.php","https://www.bing.com/th?id=OVFT.nm2oX1B3proYm9lhjK-dCi&pid=News","SFGate","2024-08-24","neutral"
"Dee Williams’ ‘unbelievable path’ from where he came to Seahawks undrafted rookie surprise","He wanted to quit football as a high-school senior in Georgia. Now the 1st in his family of 7 to attend college has his NFL shot.","Sports","https://www.thenewstribune.com/sports/nfl/seattle-seahawks/article291261325.html","https://www.bing.com/th?id=OVFT.PdweYsRHYJzflAIZ9aEl8i&pid=News","News Tribune","2024-08-24","neutral"
"Arsenal transfer news LIVE: Gunners ‘AGREE £33m deal for Mikel Merino’, Nico Williams UPDATE, Nketiah EXIT latest","ARSENAL have reportedly agreed a £33m deal for Real Sociedad midfielder Mikel Merino. Meanwhile, Athletico Bilbao winger Nico Williams is the Gunners’ preferred target for a wide player,","Sports","https://www.thesun.co.uk/sport/29952119/arsenal-transfer-news-live-merino-williams-nketiah-updates/","https://www.bing.com/th?id=OVFT.UsAhjjzWRfYkPsDVUMYoNi&pid=News","The Sun","2024-08-24","neutral"
"Diamond Sports Group, NBA reach agreement: Grizzlies games expected to air on Bally Sports","Memphis Grizzlies games move one step closer to airing on Bally Sports for 2024-25 season after NBA, Diamond Sports Group reach agreement.","Sports","https://www.usatoday.com/story/sports/nba/grizzlies/2024/08/23/memphis-grizzlies-nba-diamond-sports-group-bally-sports-how-to-watch/74720000007/","https://www.bing.com/th?id=OVFT.BLu7q8wURl4pOGcH2TBhKC&pid=News","USA Today","2024-08-24","neutral"
